,tweetId,createdAt,text,retweetCount,likeCount,isQuote,place,hashtags,userMentions,source,sourceUrl,userId,userName,userScreenName,userCreatedAt,userFollowersCount,userDescription,userVerified,userProtected,userLocation,userFriendsCount,userStatusesCount,userListedCount
0,1324056750539100168,2020-11-04 18:31:43,"RT @AngrierWHStaff: STOP COUNTING!

WAIT NO RECOUNT THE VOTES!

- A desperate felon at the end of his rope",575,0,False,,,"{'screen_name': 'AngrierWHStaff', 'name': 'Angry Staffer', 'id': 848148994102611969, 'id_str': '848148994102611969', 'indices': [3, 18]}",Twitter for Android,http://twitter.com/download/android,4382039833,Brent Schacter,brent_schacter,2015-11-27 22:41:06,41,,False,False,,151,42988,0
,1324056749951881217,2020-11-04 18:31:43,"RT @mmpadellan: trump, last night: STOP THE COUNTING

trump, now: RECOUNT THE COUNTING",1761,0,False,,,,"{'screen_name': 'mmpadellan', 'name': 'BrooklynDad_Defiant!', 'id': 1640929196, 'id_str': '1640929196', 'indices': [3, 14]}",Twitter Web App,https://mobile.twitter.com,14661000,☥ Nay (75%),iNYC,2008-05-05 16:01:33,2507,Drinking every drop of the moon. ♡ 5/17/16 ♡✌ #resist 🌊 #voteblue,False,False,the beach,2506,132004,42
,1324056748953534464,2020-11-04 18:31:43,"RT @Amy_Siskind: A reminder if GOP state legislatures had allowed early counting in PA, WI and MI the results would have been out last nigh…",7657,0,False,,,,"{'screen_name': 'Amy_Siskind', 'name': 'Amy Siskind', 'id': 15976705, 'id_str': '15976705', 'indices': [3, 15]}",Twitter for iPhone,http://twitter.com/download/iphone,315412648,Susan DuFresne,GetUpStandUp2,2011-06-11 20:39:57,8313,"Kindergarten Teacher, Unionist, EduActivist, Author & Illustrator - The History of Institutional Racism in U.S. Public Schools |",False,False,Washington State,8165,199215,471
,1324056748592893954,2020-11-04 18:31:43,"RT @CNN: With millions of ballots still being counted, President Trump tweeted or retweeted messages that sought to undermine confidence in…",229,0,False,,,,"{'screen_name': 'CNN', 'name': 'CNN', 'id': 759251, 'id_str': '759251', 'indices': [3, 7]}",Twitter for iPhone,http://twitter.com/download/iphone,781254032,let VU do it.,VerseUnion,2012-08-25 22:56:46,719,"V e r s e U n i o n Entertainment —— a multi-media company (Music, Film & Marketing) Non-Profit Press. Worldwide Affiliated. #PrivateSector",False,False,International,289,993,1
,1324056748479623169,2020-11-04 18:31:43,RT @1DJFirstClass: The States Counting The Mail-In Ballots After Trump Complain About Em https://t.co/sXMJXgKfzO,2487,0,False,,,,"{'screen_name': '1DJFirstClass', 'name': 'DJ First Class™ 🏁', 'id': 722299932292616192, 'id_str': '722299932292616192', 'indices': [3, 17]}",Twitter for iPhone,http://twitter.com/download/iphone,15179307,Wish by Spirit,saschoolcraft,2008-06-20 12:41:40,126,"runner, bookworm, lover of all things sweet.",False,False,"Virginia, US",252,13144,14
,1324056748429398018,2020-11-04 18:31:43,"RT @AngrierWHStaff: STOP COUNTING!

WAIT NO RECOUNT THE VOTES!

- A desperate felon at the end of his rope",575,0,False,,,,"{'screen_name': 'AngrierWHStaff', 'name': 'Angry Staffer', 'id': 848148994102611969, 'id_str': '848148994102611969', 'indices': [3, 18]}",Twitter Web App,https://mobile.twitter.com,1079944946,Vote Straight Democratic Ticket!,VileEpiphany,2013-01-11 14:57:03,7584,#BidenHarris2020 #BLM We MUST get Trump out off the White House! Living blue in a red state. Resist! Proud part of the Totally Rad Left!,False,False,"LivingBlue,RedState",8013,71282,29
,1324056748148359169,2020-11-04 18:31:43,RT @DarvPkg: Trump being shocked they actually counting all the votes is pure comedy,13,0,False,,,,"{'screen_name': 'DarvPkg', 'name': 'Darv.', 'id': 1263502604090445824, 'id_str': '1263502604090445824', 'indices': [3, 11]}",Twitter for iPhone,http://twitter.com/download/iphone,181675491,The answer is no.,PhilWasHere_,2010-08-22 20:02:49,1065,I don’t even bother nobody. UGA Alumni,False,False,"Atlanta, GA",979,220976,18
,1324056747930079232,2020-11-04 18:31:43,"RT @davidplouffe: 1) Biden is ahead in enough places to win the Presidency.
2) Trump wants to count all the votes in those states to see if…",1108,0,False,,,,"{'screen_name': 'davidplouffe', 'name': 'David Plouffe', 'id': 1111940934, 'id_str': '1111940934', 'indices': [3, 16]}",TweetDeck,https://about.twitter.com/products/tweetdeck,832987898219724800,Jennifer Alameda,xanthos0125,2017-02-18 16:19:25,151,Proud Mom. Science geek. Avid knitter & spinner.,False,False,SF East Bay,564,76021,0
,1324056747573612544,2020-11-04 18:31:43,"RT @SebGorka: President @realDonaldTrump was winning in key battleground states. 

Then @TheDemocrats decided to stop counting. 

Now they…",7014,0,False,,,,"{'screen_name': 'SebGorka', 'name': 'Sebastian Gorka DrG', 'id': 2417586104, 'id_str': '2417586104', 'indices': [3, 12]},{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [24, 40]},{'screen_name': 'TheDemocrats', 'name': 'The Democrats', 'id': 14377605, 'id_str': '14377605', 'indices': [88, 101]}",Twitter for Android,http://twitter.com/download/android,814228485367533572,They call me Cyn,CynzGodzchild2,2016-12-28 21:56:13,336,I'm not perfect and neither are you.  Mask peddlers are bullies and they believe in breathing back in filth in their masks and forcing others to do the same.,False,False,United States,476,23913,0
,1324056747569459203,2020-11-04 18:31:43,"RT @Celeste_pewter: I REALLY want to stress again: 

Mail-in ballots trend Democratic. There’s a reason Trump &amp; Co. have been trying to tos…",4528,0,False,,,,"{'screen_name': 'Celeste_pewter', 'name': 'Celeste P. says make a plan and VOTE! 📬🗳', 'id': 111490230, 'id_str': '111490230', 'indices': [3, 18]}",Twitter for iPhone,http://twitter.com/download/iphone,3161627035,tyler 💫,SeboltTyler,2015-04-17 21:29:42,213,mind over matter | ♓️,False,False,"Texas, USA",356,11139,3
