,tweetId,createdAt,text,retweetCount,likeCount,isQuote,place,hashtags,userMentions,source,sourceUrl,userId,userName,userScreenName,userCreatedAt,userFollowersCount,userDescription,userVerified,userProtected,userLocation,userFriendsCount,userStatusesCount,userListedCount
0,1323892168637886468,2020-11-04 07:37:44,It's worth remembering that the reason the vote counting is taking so long is that in many of these states the Repu… https://t.co/lpSFtoyNmG,13465,60972,False,,,,Twitter Web App,https://mobile.twitter.com,2922928743,Dan Pfeiffer,danpfeiffer,2014-12-15 14:38:28,706244,"Co-host Pod Save America, Author of Message Box, a newsletter about political strategy, Former Obama Senior Advisor, books, and other stuff.",True,False,,3767,32043,7085
,1323996726261215233,2020-11-04 14:33:12,"Does anyone else find it strange that it’s only Democrat strongholds like Philadelphia, Milwaukee, and Detroit that… https://t.co/Q8LvzmxvSg",15929,66463,False,,,,,Twitter for iPhone,http://twitter.com/download/iphone,292929271,Charlie Kirk,charliekirk11,2011-05-04 13:37:25,1881368,"Founder & President—@TPUSA
Chair—@TrumpStudents
Host—The Charlie Kirk Show
Author—'The MAGA Doctrine’
We are all sinners saved by Jesus
Opinions here are my own",True,False,"Phoenix, AZ",224190,49293,5513
,1323898175959216128,2020-11-04 08:01:36,"Trump outperformed all expectations and they stopped counting the votes?

OK, that's totally normal.",9454,43002,False,,,,,Twitter Web App,https://mobile.twitter.com,18643437,Paul Joseph Watson,PrisonPlanet,2009-01-05 20:04:23,1206641,"""Watson is a brilliant polemicist."" The Spectator.....”Popular cutting edge political commentator.” The Jewish Voice.",True,False,London,753,73064,7449
,1323985767706824705,2020-11-04 13:49:40,Needlessly and purposefully delaying the counting of ballots until after Election Day is strong evidence of malintent. #VoterFraud,9649,27372,False,,,"{'text': 'VoterFraud', 'indices': [119, 130]}",,Twitter Web App,https://mobile.twitter.com,18266688,Tom Fitton,TomFitton,2008-12-20 14:32:44,1235978,"President, Judicial Watch. (These are my personal views only!) NEW BOOK: A Republic Under Assault: https://t.co/S0oL7Z0oI2
https://t.co/g13e9b34ga",True,False,"Washington, DC",3283,45666,3827
,1323906355049033729,2020-11-04 08:34:06,"Democrats went from ""Every vote counts,"" to, ""Time to stop counting votes for the night."" REAL QUICK",10209,38916,False,,,,,Twitter Web App,https://mobile.twitter.com,358545917,Cerno,Cernovich,2011-08-20 03:02:29,742251,Finding my place in this world by following with love and light.,True,False,"Orange County, California",3160,125524,4904
,1323836178043424768,2020-11-04 03:55:15,PA says they won't be done counting until Friday. Fulton Co GA won't be done counting till Friday. @USPS has lost a… https://t.co/xnlS3BdPHO,26296,59528,False,,,,"{'screen_name': 'USPS', 'name': 'U.S. Postal Service', 'id': 386507775, 'id_str': '386507775', 'indices': [99, 104]}",Twitter Web App,https://mobile.twitter.com,50669520,Jason Johnson,DrJasonJohnson,2009-06-25 15:04:37,192010,"Prof School of Global Journalism and Communication @morganstateU 
Political Contributor @msnbc 
Contributor @thegrio
Contributor @siriusXM
@UVA BA @UNC PhD",True,False,"Atlanta, DC, NYC",1807,83533,1536
,1323893276206878720,2020-11-04 07:42:08,🗣 Counting ALL ballots isn’t the same as voting. You can’t stop ballots from being counted. This isn’t a dictatorsh… https://t.co/1tnoLo3cc9,16354,110387,False,,,,,Twitter for iPhone,http://twitter.com/download/iphone,783792992,Ilhan Omar,IlhanMN,2012-08-27 04:21:41,2457602,"Mom, Refugee, Intersectional Feminist, 2017 Top Angler of the Governor's Fishing Opener and Congresswoman for #MN05. Join me 👇🏽",True,False,Minneapolis,1417,16761,6417
,1323891901855092736,2020-11-04 07:36:40,"The votes are NOT still “coming in”, they have already been cast. The president is saying we should stop counting t… https://t.co/HbpNrjdFcR",21773,79853,False,,,,,Twitter for iPhone,http://twitter.com/download/iphone,343506894,Loey ✨𓆏,Loeybug,2011-07-27 17:40:25,162900,"Hi, hello, my name is Loey! YouTuber and founder of @loveanybody. For business inquiries Loey@slashmgmt.com",True,False,she/her,1574,54060,290
,1323848350391799814,2020-11-04 04:43:37,"TRUMP LEADING IN PENNSYLVANIA 51% TO 46%.

51% COUNTED.

CROOKED PHILLY DEMOCRAT MACHINE STOPS COUNTING.

ALL THEIR… https://t.co/jhqObZOyCJ",17354,52534,False,,,,,Twitter for iPad,http://twitter.com/#!/download/ipad,770781940341288960,Rudy W. Giuliani,RudyGiuliani,2016-08-31 00:35:10,862902,Listen to the Common Sense podcast through the link below. 🇺🇸,True,False,"New York, NY",522,2971,3064
,1323880358375526401,2020-11-04 06:50:48,"Pausing vote counting is suspicious. Very suspicious. 

Pull an all-nighter. Get it together.",18908,66751,False,,,,,Twitter for iPhone,http://twitter.com/download/iphone,90480218,Richard Grenell,RichardGrenell,2009-11-16 20:46:59,672913,I’m stronger after cancer. my dog runs my life. imperfect follower of Christ. https://t.co/danITSDVUR,True,False,"LA, Palm Springs (and Berlin)",2671,9291,2981
,1323895751626301445,2020-11-04 07:51:58,Since when do they just stop counting votes on election day in America?,33536,142035,False,,,,,Twitter for iPhone,http://twitter.com/download/iphone,78523300,James Woods,RealJamesWoods,2009-09-30 05:31:28,2715038,This is the ONLY verified Twitter account for James Woods. ALL others are fake. I am on NO other social media (except a private Instagram). They’re ALL fake.,True,False,,5244,35552,9560
,1323640578601635841,2020-11-03 14:58:00,Several reporters are chasing down a story about a call that @SenBobCasey had w/ Philadelphia City Commisioner… https://t.co/y10kE9rGxY,6437,10712,True,,,,"{'screen_name': 'SenBobCasey', 'name': 'Senator Bob Casey', 'id': 171598736, 'id_str': '171598736', 'indices': [61, 73]}",Twitter for iPhone,http://twitter.com/download/iphone,21149655,Arthur Schwartz,ArthurSchwartz,2009-02-18 00:09:13,111886,,True,False,Virginia,167,5877,563
,1323971449078620169,2020-11-04 12:52:46,"The other thing I missed was “they stopped counting”
Has this ever happened in the history of our country? There ar… https://t.co/l0exKGmNzD",7141,32848,False,,,,,Twitter for iPhone,http://twitter.com/download/iphone,36528126,Kirstie Alley,kirstiealley,2009-04-30 00:01:00,1554887,"Mother, actress, Lover of CAPS, lemurs and off color language, host of ""KIRSTIE ALLEY On The Verge""",True,False,Hollywood,893,77339,11523
