,tweetId,createdAt,text,retweetCount,likeCount,isQuote,place,hashtags,userMentions,source,sourceUrl,userId,userName,userScreenName,userCreatedAt,userFollowersCount,userDescription,userVerified,userProtected,userLocation,userFriendsCount,userStatusesCount,userListedCount
0,1323754541117001729,2020-11-03 22:30:51,"Remember: A record number of Americans are voting by mail this year, and counting those votes will take time. 

We… https://t.co/r3WFCh6Aty",7131,43277,False,,,,Twitter Web App,https://mobile.twitter.com,357606935,Elizabeth Warren,ewarren,2011-08-18 16:43:48,4922514,"U.S. Senator, former teacher. Wife, mom (Amelia, Alex, Bailey, @CFPB), grandmother, and Okie. She/her. Official campaign account.",True,False,Massachusetts,559,10947,16489
,1323411938215297024,2020-11-02 23:49:28,Thanks for fighting the good fight @ProjectLincoln- I'm proud to have been even a small part of it. 🇺🇸… https://t.co/hiuq8Mq7cj,5056,32580,True,,,,"{'screen_name': 'ProjectLincoln', 'name': 'The Lincoln Project', 'id': 1205226529455632385, 'id_str': '1205226529455632385', 'indices': [35, 50]}",Twitter Web App,https://mobile.twitter.com,304679484,Mark Hamill,HamillHimself,2011-05-24 22:52:49,4017846,"Believe in yourself! Work hard, never give up & anything's possible! OR: Kick back, relax & aim low: You'll never be disappointed...😜 I IGNORE ALL DMs!",True,False,,768,19451,11741
,1323842898345877505,2020-11-04 04:21:57,"They gotta count every vote. 
Every last one. 
Just. Keep. Breathing. 
This could take a little while.
#CountEveryVote",2270,28221,False,,,"{'text': 'CountEveryVote', 'indices': [103, 118]}",,Twitter for iPhone,http://twitter.com/download/iphone,215952307,James Corden,JKCorden,2010-11-15 11:40:04,10969828,"Sometimes it’s James, sometimes it’s the @latelateshow digital team. We dont read DMs. x",True,False,"Los Angeles, CA",2576,13914,8293
,1323865804337799168,2020-11-04 05:52:58,Counting votes that were legally cast does not = “stealing the election.” Dangerous rhetoric. Don’t believe this. L… https://t.co/OX152c56Nf,4770,16898,False,,,,,Twitter for iPhone,http://twitter.com/download/iphone,54617733,Be A King,BerniceKing,2009-07-07 17:30:48,541447,CEO of Martin Luther King Jr. Center for Nonviolent Social Change (@TheKingCenter) • Connector • Communicator • Community Builder • Child of Global Leaders,True,False,"Atlanta, GA",569,17277,1893
,1323993596765327361,2020-11-04 14:20:46,"Waiting in line for hours.
Facing voter intimidation.
Figuring out how to vote safely.

Americans made their voices… https://t.co/yw2mG2VpB2",4239,36826,False,,,,,Twitter Web App,https://mobile.twitter.com,357606935,Elizabeth Warren,ewarren,2011-08-18 16:43:48,4922514,"U.S. Senator, former teacher. Wife, mom (Amelia, Alex, Bailey, @CFPB), grandmother, and Okie. She/her. Official campaign account.",True,False,Massachusetts,559,10947,16489
,1323858450628202501,2020-11-04 05:23:45,PENNSYLVANIA! There are nearly 2 million mail-in ballots left to counted in Pa &amp; the vast majority are from Dems. A… https://t.co/SxFlnID1Ee,3047,18694,False,"Place(_api=<tweepy.api.API object at 0x0000024E6BB3EF98>, id='e4a0d228eb6be76b', url='https://api.twitter.com/1.1/geo/id/e4a0d228eb6be76b.json', place_type='city', name='Philadelphia', full_name='Philadelphia, PA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000024E6BB3EF98>, type='Polygon', coordinates=[[[-75.280284, 39.871811], [-74.955712, 39.871811], [-74.955712, 40.13792], [-75.280284, 40.13792]]]), attributes={})",,,,Twitter for iPhone,http://twitter.com/download/iphone,369613362,Brian Sims,BrianSimsPA,2011-09-07 17:09:42,101376,"LGBTQ activist, State Representative, civil rights attorney, Bearded former College Football Captain, #RuPaulsDragRace Stan, #LittleMermaid enthusiast (he/him)",True,False,"Philadelphia, PA",2041,10960,705
,1323788767916904450,2020-11-04 00:46:51,"REMINDER: We might not be able to project winners tonight, and that's okay.

More mail-in ballots means more time c… https://t.co/ulrP84WVHF",636,2076,False,,,,,Twitter Web App,https://mobile.twitter.com,13393052,ACLU 🗳,ACLU,2008-02-12 16:27:34,1958598,"The ACLU is a nonprofit, nonpartisan, legal and advocacy 501(c)(4) organization. Visit our site for more about us and our affiliated org, the ACLU Foundation.",True,False,"50 states, DC, & Puerto Rico",5677,53381,14896
,1323875554358136832,2020-11-04 06:31:43,"A lot of Democrats are hurting tonight. Moral victory and political victory are not the same. 

Political victory i… https://t.co/bF5wNx216Q",2290,11721,False,,,,,Twitter Web App,https://mobile.twitter.com,131497030,Van Jones,VanJones68,2010-04-10 12:59:58,906416,DAD // @REFORM CEO // @CNN PODCAST “Incarceration Inc” // FOUNDER: @thedreamcorps + @greenforall // Beyond Messy Truth https://t.co/4iWXyNbkZQ //EMMY WINNER 2020,True,False,United States,10398,39688,8181
,1323890662719201285,2020-11-04 07:31:45,This is everything we feared and expected. There are legitimate votes being counted and the President is falsely an… https://t.co/Jk9M3UCjdw,888,4696,False,,,,,Twitter Web App,https://mobile.twitter.com,81186186,Ian Bassin,ianbassin,2009-10-09 19:41:05,33695,Founder and Executive Director @protctdemocracy. Former Associate White House Counsel. Donor to @GiveDirectly.,True,False,,8120,18880,382
,1323977965827444739,2020-11-04 13:18:40,This is a rainbow! 🌈 we are going to come out of this in good shape. #CountEveryVote https://t.co/vbrnUaYIYE,693,16978,True,,,"{'text': 'CountEveryVote', 'indices': [69, 84]}",,Twitter for iPhone,http://twitter.com/download/iphone,47285504,Mark Ruffalo,MarkRuffalo,2009-06-15 07:37:07,6952701,"A husband, father, actor, director, and a climate change advocate with an eye out for on a better, brighter, cleaner, more hopeful future for all of us.",True,False,NYS,2118,45109,14268
