,tweetId,createdAt,text,retweetCount,likeCount,isQuote,place,hashtags,userMentions,source,sourceUrl,userId,userName,userScreenName,userCreatedAt,userFollowersCount,userDescription,userVerified,userProtected,userLocation,userFriendsCount,userStatusesCount,userListedCount
0,1324032541544927233,2020-11-04 16:55:31,"They are finding Biden votes all over the place — in Pennsylvania, Wisconsin, and Michigan. So bad for our Country!",59244,309968,False,,,,Twitter for iPhone,http://twitter.com/download/iphone,25073877,Donald J. Trump,realDonaldTrump,2009-03-18 13:46:38,87873857,45th President of the United States of America🇺🇸,True,False,"Washington, DC",50,58122,123219
,1324039276984782848,2020-11-04 17:22:17,"Stop it. They aren't ""finding"" anything. They are counting votes legitimately delivered by the postal system you sc… https://t.co/6NvURF1W6J",3265,16699,True,,,,,Twitter Web App,https://mobile.twitter.com,50317463,Michael Steele,MichaelSteele,2009-06-24 14:22:34,213535,"Former RNC Chairman, Former Lt. Gov. Maryland, Political Analyst for MSNBC, Host of The Michael Steele Podcast",True,False,Maryland,1312,6650,2300
,1324033647872077826,2020-11-04 16:59:55,They are not “finding” them. They are counting them. https://t.co/2g49EdzV8N,2765,21694,True,,,,,Twitter for iPhone,http://twitter.com/download/iphone,76997832,Zach Braff,zachbraff,2009-09-24 17:45:27,2005596,60% water.,True,False,,217,16938,7134
,1324004430421917698,2020-11-04 15:03:49,"Nothing screams fair and ethical election like.....

Randomly finding over 100,000 votes for Biden in an hour?!

BS!!!

RT!!!",3240,6575,False,,,,,Twitter for iPhone,http://twitter.com/download/iphone,832978972602429440,Graham Allen,GrahamAllen_1,2017-02-18 15:43:57,160864,Author of America 3:16 | Host of “Dear America Podcast” available EVERYWHERE!! @TPUSA Contributor,True,False,,513,2709,372
,1323890564279009283,2020-11-04 07:31:21,"President Trump: 

“We were getting ready to win this election, frankly, we DID win this election.”

“We’ll be goin… https://t.co/cl5RSgbRVT",2878,8381,False,"Place(_api=<tweepy.api.API object at 0x0000024E6BB3EF98>, id='10bb237189145000', url='https://api.twitter.com/1.1/geo/id/10bb237189145000.json', place_type='poi', name='East Room', full_name='East Room', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000024E6BB3EF98>, type='Polygon', coordinates=[[[-77.03565537929535, 38.8975084971716], [-77.03565537929535, 38.8975084971716], [-77.03565537929535, 38.8975084971716], [-77.03565537929535, 38.8975084971716]]]), attributes={})",,,,Twitter for iPhone,http://twitter.com/download/iphone,2438831503,Chanel Rion OAN,ChanelRion,2014-04-11 17:19:00,496437,@OANN Chief White House Correspondent | https://t.co/Ul5TsBCJJD | https://t.co/68u4uYyM5i | Chanel's OAN Reports here: https://t.co/NLLGchnU2s,True,False,"Washington, DC 🇺🇸🇰🇷",19336,21265,1579
,1323965767180787714,2020-11-04 12:30:11,"Democrats are going to start finding the votes they need to beat Trump

They will say that its normal even though i… https://t.co/ibZaJZ8hci",0,0,False,,,,,Twitter for Android,http://twitter.com/download/android,27000730,Tim Pool,Timcast,2009-03-27 13:16:56,754781,"Journalist, Disaffected Liberal, Commentator, Filmmaker, Skateboarder, Musician | Former VICE, Fusion",True,False,"Philadelphia, PA",784,8319,5080
,1324048015326355456,2020-11-04 17:57:01,“Finding”. They were not allowed to COUNT them until election day or even after polls closed. This is how it always… https://t.co/kvRAtgiFCA,681,4992,True,,,,,Twitter for iPhone,http://twitter.com/download/iphone,22799750,Christopher C. Cuomo,ChrisCuomo,2009-03-04 17:02:09,1960331,CNN Anchor @CuomoPrimeTime 9p EST; SIRIUSXM CH 124 12-2 EST. #LetsGetAfterIt Facebook: chris cuomo Instagram: chrisccuomo,True,False,In the Arena,1234,91736,7501
,1324044732721471499,2020-11-04 17:43:58,"that self tanner really seeping into your brain huh? they’re COUNTING sweetie, not finding. https://t.co/VvJigCTAcc",603,5838,True,,,,,Twitter for iPhone,http://twitter.com/download/iphone,2748585072,Manny MUA,MannyMua733,2014-08-20 09:50:06,1527364,"Youtuber, Instagramer, Dreamer... lol Im so gay....... TEXT ME 😗 +1 310-356-0082                                 Click link for youtube channel!",True,False,,769,40192,931
,1324034162022559744,2020-11-04 17:01:58,"Omg, are they finding them on pieces of paper filled out by people who voted for him in those states because I’ve h… https://t.co/ofOt0h4Prb",1803,16670,True,,,,,Twitter for iPhone,http://twitter.com/download/iphone,7786612,Randy Rainbow,RandyRainbow,2007-07-28 16:24:48,569332,"2X Emmy Nominated Comedian, Actor, Singer, Satirist, Internet Sensation & TV Personality. Bookings, Press, Merch: https://t.co/QhUnKwmZbj #BlackLivesMatter",True,False,New York,2604,12808,1877
,1324032988888391681,2020-11-04 16:57:18,They are not “finding” votes. Election officials are counting legally cast ballots. https://t.co/PFeKcw9T78,1522,9179,True,,,,,Twitter for iPhone,http://twitter.com/download/iphone,407396556,Jeremy Diamond,JDiamond1,2011-11-08 01:14:06,182914,@CNN White House Correspondent | jeremy.diamond@cnn.com,True,False,"Washington, DC",2088,17338,2225
,1324033873043509253,2020-11-04 17:00:49,"They're not 'finding' votes, they're 'counting' votes. https://t.co/VxsOpFT0aX",735,4936,True,,,,,TweetDeck,https://about.twitter.com/products/tweetdeck,242907470,Greg Miller,gregpmiller,2011-01-25 21:40:14,126931,"Greg Miller is a National Security Correspondent for The Washington Post, winner of Pulitzer Prize and author of The Apprentice. greg.miller@washpost.com",True,False,"Washington, D.C.",1388,973,2162
,1324036358684340224,2020-11-04 17:10:41,@realDonaldTrump They are finding Biden votes all over the place because the American people voted for him. It’s ca… https://t.co/Y4EkVDOpfy,1489,32635,False,,,,"{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [0, 16]}",Twitter for iPhone,http://twitter.com/download/iphone,65497475,"Eugene Gu, MD",eugenegu,2009-08-13 23:16:22,520372,"Founder and CEO of https://t.co/UuuUYuZTcj. With our team of Stanford trained doctors, we’re fighting the coronavirus pandemic and tobacco addiction through telemedicine.",True,False,eugene@coolquit.com,6178,21077,2038
,1324035600652140546,2020-11-04 17:07:41,can't believe they're finding ballot papers in US states that had an election yesterday. that's the last place you'… https://t.co/ApZo2kKyQ8,772,4323,True,,,,,Twitter Web App,https://mobile.twitter.com,787709936,Fred Delicious,Fred_Delicious,2012-08-28 19:38:31,254482,idiot,True,False,"Stoke-on-Trent, England",928,22905,1931
,1324033495136636929,2020-11-04 16:59:19,"No one is ""finding"" votes for @JoeBiden because they were  not ""lost."" Election officials are counting votes which… https://t.co/7FwMzSRhYk",292,1143,True,,,,"{'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': 939091, 'id_str': '939091', 'indices': [30, 39]}",Twitter Web App,https://mobile.twitter.com,2249531,Andrew Feinberg,AndrewFeinberg,2007-03-26 03:59:32,92106,"Reporter covering White House, Hill, 2020, etc | seen in @Independent, Breakfast Media and others | tips: andrew @ andrewfeinberg-dotcom |dm 4 Signal/ProtonMail",True,False,"Washington, DC",6955,54640,975
