,tweetId,createdAt,text,retweetCount,likeCount,isQuote,place,hashtags,userMentions,source,sourceUrl,userId,userName,userScreenName,userCreatedAt,userFollowersCount,userDescription,userVerified,userProtected,userLocation,userFriendsCount,userStatusesCount,userListedCount
0,1324056812832858115,2020-11-04 18:31:58,@realDonaldTrump finding them like if they were ACTUAL people's votes ?,0,0,False,,,"{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [0, 16]}",Twitter Web App,https://mobile.twitter.com,371218632,Roberto Vivancos,robertovivancos,2011-09-10 12:30:44,12941,"Award winning Director, Actor - ""Fear of the Others"" out now https://t.co/2jCsILvAMr - “The Odd https://t.co/NtgUzJSaOv”",False,False,London,2272,1512,102
,1324056812333780999,2020-11-04 18:31:58,"RT @jana_jamous: When you finally meet that someone who tries their hardest to be with you regardless of how difficult you are, stay with t…",2,0,False,,,,"{'screen_name': 'jana_jamous', 'name': 'Jana Jamous', 'id': 736549780143345664, 'id_str': '736549780143345664', 'indices': [3, 15]}",Twitter for iPhone,http://twitter.com/download/iphone,1131583786280521728,dana with mental issues,danaballoutaa,2019-05-23 15:32:53,264,"bitches say they’re fine when they’re not, I’m bitches",False,False,Amman,342,4132,0
,1324056811570257921,2020-11-04 18:31:58,"RT @realDonaldTrump: They are finding Biden votes all over the place — in Pennsylvania, Wisconsin, and Michigan. So bad for our Country!",59334,0,False,,,,"{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [3, 19]}",Twitter for Android,http://twitter.com/download/android,1146064697239621633,Tiff,Tiff93337115,2019-07-02 14:34:51,11,Hongkonger,False,False,Hong Kong,61,445,0
,1324056809808617472,2020-11-04 18:31:57,RT @snitchery: they’re not FINDING them you fucking idiot. they’re in a secure location and arrived on time. they’re COUNTING them,4853,0,True,,,,"{'screen_name': 'snitchery', 'name': 'eleanor', 'id': 1246631490, 'id_str': '1246631490', 'indices': [3, 13]}",Twitter for iPhone,http://twitter.com/download/iphone,1346874931,𝓖𝓲𝓸 ジオバニ,GioAlonsoDrums,2013-04-12 13:41:57,123,Drummer 🥁 𝓓𝓮𝓿𝓲𝓵,False,False,"Melbourne, Victoria",231,2095,1
,1324056809208975361,2020-11-04 18:31:57,"RT @realDonaldTrump: They are finding Biden votes all over the place — in Pennsylvania, Wisconsin, and Michigan. So bad for our Country!",59343,0,False,,,,"{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [3, 19]}",Twitter for Android,http://twitter.com/download/android,354531727,gmorarcos,gmorarcos,2011-08-13 21:49:05,3731,"Uribista al 1.000%. Abogado, especialista en Derecho Administrativo y Constitucional y Derecho de Familia, Contador Público, especialista en Revisoría Fiscal.",False,False,Colombia,5003,122075,5
,1324056807929749504,2020-11-04 18:31:57,"RT @samditzhazy: MICHIGAN REPUBLICANS!

If you can get to the TCF center in Detroit go NOW!

We need people to watch the vote count. They a…",674,0,False,,,,"{'screen_name': 'samditzhazy', 'name': 'Sam 🇺🇸', 'id': 1416806048, 'id_str': '1416806048', 'indices': [3, 15]}",Twitter Web App,https://mobile.twitter.com,946867922688978945,BadgerJer,BadgerJer,2017-12-29 22:17:59,1172,"Catholic, hubby, dad, retired USAF Officer. Hockey coach, gymnast dad, beer snob. Love my Badgers, Blackhawks, and Cubbies! RT not endorsement. #KAG #Trump2020",False,False,"West Springfield, VA",1740,16997,2
,1324056806579081219,2020-11-04 18:31:57,"RT @realDonaldTrump: They are finding Biden votes all over the place — in Pennsylvania, Wisconsin, and Michigan. So bad for our Country!",59345,0,False,,,,"{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [3, 19]}",Twitter for iPhone,http://twitter.com/download/iphone,1189286601165115392,SydneyBristow22,SydneyBristow22,2019-10-29 21:03:39,1615,RT’s are not endorsements,False,False,USA 🇺🇸,1927,22493,3
,1324056805996191745,2020-11-04 18:31:56,"RT @realDonaldTrump: They are finding Biden votes all over the place — in Pennsylvania, Wisconsin, and Michigan. So bad for our Country!",59332,0,False,,,,"{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [3, 19]}",Twitter Web App,https://mobile.twitter.com,635934868,اول عالمي في اسيا 44 بطولة,aashg_alle,2012-07-15 05:34:54,4433,"Victory then victory and then the victory of the world tough strong than you other leaders of Gulf, Arab and Asian clubs",False,False,,5021,317986,17
,1324056805618651136,2020-11-04 18:31:56,"@JumokAblos I'm glad you are finding this amusing. As her mother, I'm unable to laugh about this like u..",0,0,False,,,,"{'screen_name': 'JumokAblos', 'name': 'Furlough 🐾', 'id': 1248211798572052480, 'id_str': '1248211798572052480', 'indices': [0, 11]}",Twitter for Android,http://twitter.com/download/android,498290050,Sebaga M,SebagaM,2012-02-20 21:56:19,1883,Momtrepreneur.. 😍,False,False,South Africa,2141,16848,4
,1324056803097911296,2020-11-04 18:31:56,"@realDonaldTrump they are finding trump votes all over the place - in pennsylvania, wisconsin, and michigan. so bad for your country!",0,0,False,,,,"{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [0, 16]}",Twitter for iPhone,http://twitter.com/download/iphone,982684764430848000,kate 🌸🦋🧚🏼‍♂️✨,discokateee,2018-04-07 18:21:20,249,+ i’d love it if we made it,False,False,🏴󠁧󠁢󠁥󠁮󠁧󠁿,613,1991,2
,1324056802481197056,2020-11-04 18:31:56,"RT @MichaelSteele: Stop it. They aren't ""finding"" anything. They are counting votes legitimately delivered by the postal system you screwed…",3265,0,True,,,,"{'screen_name': 'MichaelSteele', 'name': 'Michael Steele', 'id': 50317463, 'id_str': '50317463', 'indices': [3, 17]}",Twitter Web App,https://mobile.twitter.com,19551861,Stephanie,BedazzleCats,2009-01-26 19:30:44,933,"🌜Auntie, cat lady🐱🐱, I ❤️ NY🗽, love the music of Mary Chapin Carpenter #StayMighty, Rose Cousins, & Patty Griffin. 📺 Schitt’s Creek, Catherine O'Hara",False,False,Southern California,548,58730,34
,1324056801625673728,2020-11-04 18:31:55,RT @Fred_Delicious: can't believe they're finding ballot papers in US states that had an election yesterday. that's the last place you'd ex…,772,0,True,,,,"{'screen_name': 'Fred_Delicious', 'name': 'Fred Delicious', 'id': 787709936, 'id_str': '787709936', 'indices': [3, 18]}",Twitter for iPhone,http://twitter.com/download/iphone,603744914,mtayl,MadiDarla,2012-06-09 16:44:34,145,official spirit animal of fred armisen,False,False,,278,21934,1
