,tweetId,createdAt,text,retweetCount,likeCount,isQuote,place,hashtags,userMentions,source,sourceUrl,userId,userName,userScreenName,userCreatedAt,userFollowersCount,userDescription,userVerified,userProtected,userLocation,userFriendsCount,userStatusesCount,userListedCount
0,1323655783435825153,2020-11-03 15:58:25,"More election malfeasance by Democrats in Philadelphia, of course https://t.co/nqy45qmVBo",12141,30447,True,,,,Twitter for iPhone,http://twitter.com/download/iphone,78523300,James Woods,RealJamesWoods,2009-09-30 05:31:28,2715038,This is the ONLY verified Twitter account for James Woods. ALL others are fake. I am on NO other social media (except a private Instagram). They’re ALL fake.,True,False,,5244,35552,9560
,1323694787254489098,2020-11-03 18:33:24,Democrats who say “count every ballot” instead of “count every legal ballot” are trying to stuff the ballot box wit… https://t.co/fRcl4NL001,10285,31152,False,,,,,Twitter for iPhone,http://twitter.com/download/iphone,90480218,Richard Grenell,RichardGrenell,2009-11-16 20:46:59,672914,I’m stronger after cancer. my dog runs my life. imperfect follower of Christ. https://t.co/danITSDVUR,True,False,"LA, Palm Springs (and Berlin)",2671,9291,2981
,1323906355049033729,2020-11-04 08:34:06,"Democrats went from ""Every vote counts,"" to, ""Time to stop counting votes for the night."" REAL QUICK",10209,38917,False,,,,,Twitter Web App,https://mobile.twitter.com,358545917,Cerno,Cernovich,2011-08-20 03:02:29,742252,Finding my place in this world by following with love and light.,True,False,"Orange County, California",3160,125524,4904
,1324007973123969029,2020-11-04 15:17:54,"For anyone complaining about the ""late"" shift in totals toward Democrats in MI, PA, and WI, most of those votes act… https://t.co/1FzuDpBBvp",9985,36559,False,,,,,Twitter Web App,https://mobile.twitter.com,380268462,Steve Vladeck,steve_vladeck,2011-09-26 11:07:46,105383,"@KSVesq’s husband; Maddie's, Sydney's, and @RoxannaThePug's dad; @UTexasLaw professor; @NSLpodcast co-host; @CNN #SCOTUS nerd. #LGM",True,False,"Austin, TX",2929,24322,1434
,1323991273452261376,2020-11-04 14:11:32,"This is a statistical impossibility— LOL.

Time to open an investigation. Democrats are trying to cheat. 
There is… https://t.co/Ly8UYDamsv",0,0,True,,,,,Twitter for iPhone,http://twitter.com/download/iphone,878247600096509952,Candace Owens,RealCandaceO,2017-06-23 13:45:19,2732943,New York Times best-selling author. Founder of @BLEXIT organization. Black people don’t have to be Democrats— still.,True,False,"New York, USA",14,4541,6136
,1323832738483494914,2020-11-04 03:41:35,"No matter the outcome, the fact that this election is so close is a clear indicator that Americans aren’t connectin… https://t.co/7R3QSMaGG2",6172,33578,False,,,,,Twitter for iPad,http://twitter.com/#!/download/ipad,742453163098296320,Emma Vigeland,EmmaVigeland,2016-06-13 20:26:43,141570,@majorityfm co-host and producer. Formerly of @TheYoungTurks. CEO of all political analysis. Senior executive sports tweeter.,True,False,"New York, NY",885,22223,928
,1324027793617899521,2020-11-04 16:36:39,"Count *every* LEGAL vote. 

Democrats recklessly pushed ballots to dead people and non-residents - and now want to… https://t.co/4TsZrA4Yd5",5109,14520,False,,,,,Twitter for iPhone,http://twitter.com/download/iphone,90480218,Richard Grenell,RichardGrenell,2009-11-16 20:46:59,672914,I’m stronger after cancer. my dog runs my life. imperfect follower of Christ. https://t.co/danITSDVUR,True,False,"LA, Palm Springs (and Berlin)",2671,9291,2981
,1323983053765726208,2020-11-04 13:38:53,"The RNC will need money to fight the legal challenges where Democrats may try and steal votes. 

Send them some money now if you can. @gop",7016,21528,False,,,,"{'screen_name': 'GOP', 'name': 'GOP', 'id': 11134252, 'id_str': '11134252', 'indices': [134, 138]}",Twitter for iPhone,http://twitter.com/download/iphone,90480218,Richard Grenell,RichardGrenell,2009-11-16 20:46:59,672914,I’m stronger after cancer. my dog runs my life. imperfect follower of Christ. https://t.co/danITSDVUR,True,False,"LA, Palm Springs (and Berlin)",2671,9291,2981
,1324007555073540098,2020-11-04 15:16:14,"Every mail-in-ballot needs to be audited in MI, WI, &amp; PA. 
It’s that simple. 
If the Democrats are being honest and… https://t.co/XqazdzUboK",14903,43275,True,,,,,Twitter for iPhone,http://twitter.com/download/iphone,878247600096509952,Candace Owens,RealCandaceO,2017-06-23 13:45:19,2732943,New York Times best-selling author. Founder of @BLEXIT organization. Black people don’t have to be Democrats— still.,True,False,"New York, USA",14,4541,6136
,1323982694020194304,2020-11-04 13:37:27,"So while everyone was asleep and after everyone went home, Democrats in Michigan magically found a trove of 138,339… https://t.co/zFCstTF2iC",0,0,True,,,,,Twitter Web App,https://mobile.twitter.com,36529101,Sean Davis,seanmdav,2009-04-30 00:04:45,376007,"Co-Founder of @FDRLST, chainsaw bayonet enthusiast, presidential campaign vet, former chief instigator for Sen. Tom Coburn, Wharton grad.",True,False,"Anytown, USA",5250,3839,3124
