,tweetId,createdAt,text,retweetCount,likeCount,isQuote,place,hashtags,userMentions,source,sourceUrl,userId,userName,userScreenName,userCreatedAt,userFollowersCount,userDescription,userVerified,userProtected,userLocation,userFriendsCount,userStatusesCount,userListedCount
0,1324056826682507270,2020-11-04 18:32:01,@RatedKennex @TomiLahren @realDonaldTrump We went up against joe biden in the primary... he crushed Bernie. Joe Biden is not an easy target.,0,0,False,"Place(_api=<tweepy.api.API object at 0x0000024E6BB3EF98>, id='011add077f4d2da3', url='https://api.twitter.com/1.1/geo/id/011add077f4d2da3.json', place_type='city', name='Brooklyn', full_name='Brooklyn, NY', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000024E6BB3EF98>, type='Polygon', coordinates=[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]]), attributes={})",,"{'screen_name': 'RatedKennex', 'name': 'kennex Bridge', 'id': 1243929344583573504, 'id_str': '1243929344583573504', 'indices': [0, 12]},{'screen_name': 'TomiLahren', 'name': 'Tomi Lahren', 'id': 468646961, 'id_str': '468646961', 'indices': [13, 24]},{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [25, 41]}",Twitter for iPhone,http://twitter.com/download/iphone,1229769492043046912,Rayceene🌹🇧🇧,raceene,2020-02-18 14:07:59,5,"Act regular. 


Sincerely Disaffected Berner.",False,False,206.71.249.228,29,560,0
,1324056824438542338,2020-11-04 18:32:01,"RT @People4Bernie: If you're amazed that Bernie Sanders predicted the past 12 hours, wait till you hear what he's been saying about climate…",4766,0,False,,,,"{'screen_name': 'People4Bernie', 'name': 'People for Bernie', 'id': 3141672447, 'id_str': '3141672447', 'indices': [3, 17]}",Twitter for Android,http://twitter.com/download/android,1195350493,Kamal Miah,KamalMiah11,2013-02-19 00:15:13,237,"Brand Management, Neymar/Mbappe fan, Marketing and Advertising ⚽❤",False,False,London,131,17732,16
,1324056823075426304,2020-11-04 18:32:01,"@shaunking Bernie sucks, and he lost",0,0,False,,,,"{'screen_name': 'shaunking', 'name': 'Shaun King', 'id': 755113, 'id_str': '755113', 'indices': [0, 10]}",Twitter Web App,https://mobile.twitter.com,74871968,Victor Petkov,ViaVicTO,2009-09-16 23:33:19,40,"Coffee, Photography and Nu-Metal Enthusiast | 24 | Downtown TO 🇧🇬 | Scrum Master",False,False,"Church-Yonge Corridor, Toronto",166,4262,1
,1324056822970548224,2020-11-04 18:32:01,RT @proustmalone: Bernie would have won. https://t.co/7QPHhrM9Mu,206,0,False,,,,"{'screen_name': 'proustmalone', 'name': 'Aren R. LeBrun', 'id': 114232540, 'id_str': '114232540', 'indices': [3, 16]}",Twitter for Android,http://twitter.com/download/android,1336872870,Scotty Cameron🌹🇺🇸,ScottySacam97,2013-04-08 15:13:29,886,"SME Alumni #RIPTR 
Current JCCC Student Studying History and Politics #PardonSnowden
Metalhead, Film Lover, Comic Geek, Gamer, and Athlete. He/him.",False,False,Harry Truman's Home Town ,2100,37993,5
,1324056821456392198,2020-11-04 18:32:00,RT @axcomrade: Ana Navarro and Don Lemon blaming socialism for Biden’s poor performance with Latinos. This completely ignores the fact that…,152,0,False,,,,"{'screen_name': 'axcomrade', 'name': 'cabral', 'id': 50873227, 'id_str': '50873227', 'indices': [3, 13]}",Twitter for iPhone,http://twitter.com/download/iphone,622996524,Reason Saves 🖤,Reason_Saves,2012-06-30 15:47:13,890,,False,False,,1123,46152,48
,1324056820646817792,2020-11-04 18:32:00,RT @shaunking: This is true. The Democratic Party fought harder to defeat Bernie than they did to defeat Trump. https://t.co/e7V099OyA1,404,0,True,,,,"{'screen_name': 'shaunking', 'name': 'Shaun King', 'id': 755113, 'id_str': '755113', 'indices': [3, 13]}",Twitter Web App,https://mobile.twitter.com,1083910365040250880,Guy with 202 followers,cheemshypeman,2019-01-12 02:15:43,201,"They always ask who's Joe, but they never ask how's Joe😔 ACAB BLM",False,False,he/him,227,5714,0
,1324056820005130242,2020-11-04 18:32:00,RT @LovesTheWords: Be sure to blame Bernie! Then they’ll tag on an additional $5k https://t.co/v5FQ4ctKDB,1,0,True,,,,"{'screen_name': 'LovesTheWords', 'name': 'Nothing Will Change for Ronni', 'id': 1148461061999194112, 'id_str': '1148461061999194112', 'indices': [3, 17]}",Twitter Web App,https://mobile.twitter.com,1225514594644439053,Sam 🏴,ShameandEggs,2020-02-06 20:20:36,778,"Scratch a liberal, a fascist bleeds. Black Lives Matter. Abolish the police.",False,False,,1436,10201,5
,1324056819946442752,2020-11-04 18:32:00,RT @Reptarro: Bernie called it. 😫 https://t.co/WsD6bYb9xb,215,0,False,,,,"{'screen_name': 'Reptarro', 'name': 'Steph🦖 💙 COUNT EVERY VOTE 💙', 'id': 738797346, 'id_str': '738797346', 'indices': [3, 12]}",Twitter for iPhone,http://twitter.com/download/iphone,401675362,samantha,SamanthaHagge,2011-10-30 22:28:51,294,💋pointless depictions of my life; follow me on the journey 🍭 snap: samhagge • insta: samhagge • $sendmesumtin,False,False,,263,5281,0
,1324056819380047872,2020-11-04 18:32:00,you backed warren harder than i backed bernie and she still lost LMFAOOOOOO,0,0,False,,,,,Twitter for iPhone,http://twitter.com/download/iphone,4055736646,brenda,berniesznders,2015-10-27 20:03:58,1017,ABOLISH ICE,False,False,ASU ‘23 | 🇲🇽,109,8673,1
,1324056819166113794,2020-11-04 18:32:00,@emnavarre @dr_chango_ @BreeNewsome I guess I'm a bit less cynical on that end. Moderates gave Biden the win over B… https://t.co/Kog1MO8nYx,0,0,False,,,,"{'screen_name': 'emnavarre', 'name': 'Em Navarre', 'id': 109082843, 'id_str': '109082843', 'indices': [0, 10]},{'screen_name': 'dr_chango_', 'name': 'ικ.αωα.κι, PhD', 'id': 214214714, 'id_str': '214214714', 'indices': [11, 22]},{'screen_name': 'BreeNewsome', 'name': 'Bree Newsome Bass', 'id': 110326494, 'id_str': '110326494', 'indices': [23, 35]}",Twitter Web App,https://mobile.twitter.com,3152406985,Marshall Short,PrintableHeroes,2015-04-13 06:32:05,4570,A D&D nerd who creates Print & Play paper miniatures for tabletop games. He/Him,False,False,"Portland, OR",251,3722,68
,1324056817547137029,2020-11-04 18:31:59,RT @ppredictors: Bernie’s prediction on the election is spot on so far. 🤯  https://t.co/nMtwlqTd4S,46973,0,False,,,,"{'screen_name': 'ppredictors', 'name': 'Predictors', 'id': 825502175744901120, 'id_str': '825502175744901120', 'indices': [3, 15]}",Twitter for iPhone,http://twitter.com/download/iphone,940999471537700865,felicity,felicitykyraa,2017-12-13 17:38:51,158,,False,False,"Oregon, USA",192,8765,0
,1324056817115127808,2020-11-04 18:31:59,"RT @fordtattepRuang: ใจจริงตอนแรกเชียร์ Bernie Sanders แต่ ณ ตอนนี้ถ้าเลือกได้ระหว่าง Biden กับ Trump คงต้องเลือก Biden
#เลือกตั้งสหรัฐ2020…",27,0,False,,,"{'text': 'เลือกตั้งสหรัฐ2020', 'indices': [120, 139]}","{'screen_name': 'fordtattepRuang', 'name': 'FordTattep', 'id': 1207235855317778432, 'id_str': '1207235855317778432', 'indices': [3, 19]}",Twitter for iPhone,http://twitter.com/download/iphone,4422415694,พี่น้องเจย์ & Two H,peenongJay,2015-12-01 17:00:51,57,Born 1998 คณะราษฎรยังไม่ตาย ||| ไม่ตามศลปวันไชน่า Hyunsuk’s smile melt my heart🐷💖 @weareoneEXO @NCTsmtown_DREAM @NCTsmtown_127 @treasuremembers @Rvsmtown,False,False,,201,16795,0
,1324056816951590922,2020-11-04 18:31:59,"@lanreee Bernie Sanders laid it out pretty clearly how this was going to go down. I retweeted it to my profile, I d… https://t.co/0VevHUsVgP",0,0,False,,,,"{'screen_name': 'lanreee', 'name': 'GrandSon Ìyálóde|A Proud Dad', 'id': 45087847, 'id_str': '45087847', 'indices': [0, 8]}",Twitter Web App,https://mobile.twitter.com,1091414403562401792,MJ Bazett,BazettMj,2019-02-01 19:14:06,101,"Office Manager, truth seeker, animal lover, single mom, believe we are all here for a human experience and should respect each other accordingly",False,False,Vancouver Island,520,4428,0
,1324056816427433984,2020-11-04 18:31:59,RT @Independent: Bernie Sanders makes accurate prediction of Donald Trump's election night https://t.co/juqihtuyXl,14,0,False,,,,"{'screen_name': 'Independent', 'name': 'The Independent', 'id': 16973333, 'id_str': '16973333', 'indices': [3, 15]}",Twitter for iPhone,http://twitter.com/download/iphone,847107823976812544,Vagalume 🧉🌟,lareine_margo,2017-03-29 15:26:58,717,"aquí, soñando, soñando, soñando ...⭐️",False,False,,1536,88700,0
,1324056815974436877,2020-11-04 18:31:59,RT @hannahhycho: thinking about this video of bernie sanders talking about mail-in votes https://t.co/b6WpiIlwcs,22648,0,False,,,,"{'screen_name': 'hannahhycho', 'name': 'hannah', 'id': 953121140184006656, 'id_str': '953121140184006656', 'indices': [3, 15]}",Twitter for iPhone,http://twitter.com/download/iphone,4077111,Dade Murphy 🇺🇸,dademurphy2600,2007-04-10 20:59:50,2053,music / infosec / netsec #resist,False,False,"New York, NY",1547,8313,130
,1324056815177506817,2020-11-04 18:31:59,RT @ppredictors: Bernie’s prediction on the election is spot on so far. 🤯  https://t.co/nMtwlqTd4S,46973,0,False,,,,"{'screen_name': 'ppredictors', 'name': 'Predictors', 'id': 825502175744901120, 'id_str': '825502175744901120', 'indices': [3, 15]}",Twitter for iPhone,http://twitter.com/download/iphone,775234424,brii🤍,buz_zub,2012-08-23 05:27:08,697,havin faith❣️| TTU💋| 👻: bridgettz14,False,False,,547,15372,0
,1324056813915037698,2020-11-04 18:31:58,"Please miss me with your, ""Biden was a weak candidate"" and ""Bernie would've won"" takes. First of all, Biden is winn… https://t.co/8sNfT5c3rV",0,0,False,,,,,Twitter Web App,https://mobile.twitter.com,16415036,Corey Richardson,vexedinthecity,2008-09-23 03:52:43,19223,"Blocked by Popeye's Chicken. Pea and Boogie's dad. Author of ""We Used To Have Money, Now We Have You: A Dad's Bedtime Story.""",False,False,"Chicago, IL",558,47116,158
,1324056813734666241,2020-11-04 18:31:58,"@ValoisDuBins @RupertMyers He abandoned us after knocking off Bernie. No phone calls, no door knocking. Awful campaign.",0,0,False,,,,"{'screen_name': 'ValoisDuBins', 'name': '猫好き人', 'id': 327083822, 'id_str': '327083822', 'indices': [0, 13]},{'screen_name': 'RupertMyers', 'name': 'Rupert Myers', 'id': 21282561, 'id_str': '21282561', 'indices': [14, 26]}",Twitter for iPad,http://twitter.com/#!/download/ipad,1263995485322448896,houses cost $400 🦌,milantilope,2020-05-23 00:49:50,89,avant-garde loan originator,False,False,"South Carolina, USA",363,3895,0
,1324056813025767429,2020-11-04 18:31:58,"RT @0rf: I don't recall the media harshly condemning Pete Buttigieg for prematurely declaring victory over Bernie Sanders in Iowa. Yet he,…",7,0,False,,,,"{'screen_name': '0rf', 'name': 'Matt Orfalea', 'id': 45450562, 'id_str': '45450562', 'indices': [3, 7]}",Twitter Web App,https://mobile.twitter.com,4665586952,Dick Grayson ☭ ™ ®,BuddyWoodchips,2015-12-28 05:45:35,536,"🌹 ""Sic Gorgiamus Allos Subjectatos Nunc"" 🌹 #FreePalestine - End corporate welfare.",False,False,"Oakland, CA",1705,11655,9
,1324056811893379078,2020-11-04 18:31:58,The way Bernie would actually be a better president in most ways https://t.co/UFfFhZxD4N,0,0,True,,,,,Twitter for iPhone,http://twitter.com/download/iphone,1309239069893894145,608🦇✨,pantherpriv_10,2020-09-24 21:11:44,59,collection of my thoughts•@pinkPantherSZN is me•bi and a minor if that matters,False,False,They/them ,96,1597,1
,1324056811847192586,2020-11-04 18:31:58,RT @MarkRuffalo: Bernie called it.,7732,0,True,,,,"{'screen_name': 'MarkRuffalo', 'name': 'Mark Ruffalo', 'id': 47285504, 'id_str': '47285504', 'indices': [3, 15]}",Twitter for iPhone,http://twitter.com/download/iphone,720979189,irving,_iSierra,2012-07-27 22:12:59,326,,False,False,,505,16799,0
,1324056811608150020,2020-11-04 18:31:58,RT @Newsweek: Bernie Sanders' election prediction on Jimmy Fallon goes viral: 'He called it word for word' https://t.co/btCK6n9CyE,163,0,False,,,,"{'screen_name': 'Newsweek', 'name': 'Newsweek', 'id': 2884771, 'id_str': '2884771', 'indices': [3, 12]}",Twitter for iPhone,http://twitter.com/download/iphone,2614896780,Mubashir Hashmi,MHashmiGeo,2014-07-10 06:19:36,11190,"Anchor @geonews_urdu | Go confidently in the direction of your dreams, Live the life you’ve imagined.",False,False,Instagram: mubashir_hashmee,467,4174,10
,1324056811234799618,2020-11-04 18:31:58,RT @luxeprogressive: Let me tell you why we’re PISSED. I’ve never seen Democrats come together and fight so hard against anything in my lif…,1041,0,False,,,,"{'screen_name': 'luxeprogressive', 'name': 'Luxe', 'id': 899039004787712001, 'id_str': '899039004787712001', 'indices': [3, 19]}",Twitter for iPhone,http://twitter.com/download/iphone,511321954,groovy tony rocky horror,tony____tone,2012-03-02 03:56:15,457,| interior design | fashion | math lord | they/them |,False,False,"Philadelphia, PA",1234,14512,5
,1324056810983247872,2020-11-04 18:31:58,RT @gduvivier: BERNIE AVISOU,858,0,True,,,,"{'screen_name': 'gduvivier', 'name': 'Gregorio Duvivier', 'id': 25704704, 'id_str': '25704704', 'indices': [3, 13]}",Twitter for iPhone,http://twitter.com/download/iphone,711574060505944064,i,isamarchiorib,2016-03-20 15:24:11,4605,ma brain is bein strange cuz im high as a plane,False,False,vitoria es,966,30954,3
