,tweetId,createdAt,text,retweetCount,likeCount,isQuote,place,hashtags,userMentions,source,sourceUrl,userId,userName,userScreenName,userCreatedAt,userFollowersCount,userDescription,userVerified,userProtected,userLocation,userFriendsCount,userStatusesCount,userListedCount
0,1324032541544927233,2020-11-04 16:55:31,"They are finding Biden votes all over the place — in Pennsylvania, Wisconsin, and Michigan. So bad for our Country!",59293,310244,False,,,,Twitter for iPhone,http://twitter.com/download/iphone,25073877,Donald J. Trump,realDonaldTrump,2009-03-18 13:46:38,87873721,45th President of the United States of America🇺🇸,True,False,"Washington, DC",50,58122,123219
,1323426413286952960,2020-11-03 00:46:59,"THANK YOU MICHIGAN! Tomorrow, you have the power, with your vote, to save AMERICA! So get your friends, get your fa… https://t.co/v61iOdSCft",18647,85389,False,,,,,Twitter for iPhone,http://twitter.com/download/iphone,25073877,Donald J. Trump,realDonaldTrump,2009-03-18 13:46:38,87873721,45th President of the United States of America🇺🇸,True,False,"Washington, DC",50,58122,123219
,1323878397202878465,2020-11-04 06:43:01,"Currently, President @realDonaldTrump is winning Rust Belt states by ENORMOUS margins compared to 2016: 

WISCONSIN… https://t.co/Eef6Yp87Nr",22143,77394,False,,,,"{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [21, 37]}",Twitter Web App,https://mobile.twitter.com,259001548,Kayleigh McEnany,kayleighmcenany,2011-02-28 23:33:33,1347142,Personal Page. Harvard Law JD. Georgetown. Oxford. Previvor. Wife of @GilmartinSean. Mom of #BabyBlake. Phil. 4:6,True,False,,2280,21506,3984
,1323836714012577793,2020-11-04 03:57:22,"Michigan, Pennsylvania and Wisconsin are reporting ELECTION DAY votes earliest and ABSENTEE VOTES latest. We went o… https://t.co/SlFDlDmhKr",19477,78599,False,,,,,Twitter Web App,https://mobile.twitter.com,14276218,Paul Blumenthal,PaulBlu,2008-04-01 16:57:20,12769,Senior Reporter @HuffPost. Read me: https://t.co/4F7ffIRqJe… Email me: paulblumenthal@huffpost.com.,True,False,"Washington, DC",1282,26960,474
,1323839724063252483,2020-11-04 04:09:20,"Wisconsin says there's no way they are announcing a winner tonight

Michigan needs until Friday

Pennsylvania isn't… https://t.co/RGg7IYny4U",20367,65589,False,,,,,Twitter Web App,https://mobile.twitter.com,38154268,Saleha Mohsin,SalehaMohsin,2009-05-06 10:48:05,18277,Senior reporter covering the U.S. Treasury department for Bloomberg News. Re-tweets aren't endorsements.,True,False,"Washington, DC",3480,7844,428
,1324033983882166272,2020-11-04 17:01:15,"They are working hard to make up 500,000 vote advantage in Pennsylvania disappear — ASAP. Likewise, Michigan and others!",0,0,False,,,,,Twitter for iPhone,http://twitter.com/download/iphone,25073877,Donald J. Trump,realDonaldTrump,2009-03-18 13:46:38,87873721,45th President of the United States of America🇺🇸,True,False,"Washington, DC",50,58122,123219
,1324001903731236864,2020-11-04 14:53:47,"REMINDER—Michigan, Pennsylvania and Wisconsin election officials were not allowed to begin processing absentee ball… https://t.co/ElCNzunEvX",17294,57802,False,,,,,Twitter for iPhone,http://twitter.com/download/iphone,14335880,Kirsten Powers,KirstenPowers,2008-04-08 20:38:09,307181,USA Today Columnist || CNN Senior Political Analyst || Writing a book about grace for Convergent Books (@crownpublishing) out in 2021,True,False,"Washington, DC",3076,10636,4014
,1323624334510968834,2020-11-03 13:53:27,"If you live in Michigan, Minnesota, Nevada, Wisconsin and 17 other states + DC, you can register to vote today &amp; th… https://t.co/ENPJFfH3YS",6075,16277,True,,,,,Twitter for iPhone,http://twitter.com/download/iphone,757303975,Chelsea Clinton,ChelseaClinton,2012-08-14 14:55:27,2748943,"Mom of Charlotte, Aidan & Jasper, Married to Marc, Advocate, Author, Teacher, @ClintonFdn & @CHAI_health & @HealthierGen, New Yorker",True,False,"New York, NY",791,14163,9281
,1323534227334406144,2020-11-03 07:55:24,Wheels down in DC at 2:45 am on Election Day following @realDonaldTrump’s last rally of the 2020 campaign in Grand… https://t.co/2fkQL4734c,14101,98479,False,,,,"{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [55, 71]}",Twitter for iPhone,http://twitter.com/download/iphone,52544275,Ivanka Trump,IvankaTrump,2009-06-30 22:32:03,9818700,"Wife, mother, sister, daughter. Advisor to POTUS on job creation + economic empowerment, workforce development & entrepreneurship. Personal Pg. Views are my own",True,False,"Washington, DC",1514,17905,23089
,1323989384807538688,2020-11-04 14:04:02,Michigan just turned blue.,7874,134263,False,,,,,Twitter for iPhone,http://twitter.com/download/iphone,14642495,Sarah Cooper,sarahcpr,2008-05-03 23:30:29,2391964,"Watch my comedy special #EverythingsFine now streaming on Netflix, directed by Natasha Lyonne",True,False,"New York, NY",3100,38080,5915
